,action_name,action,reward,episode reward,epoch reward,total reward,lives,end of episode,end of epoch,info,episode,episode step,epoch,epoch step,step,action 0 episode sum,action 0 total sum,action 1 episode sum,action 1 total sum,action 2 episode sum,action 2 total sum,action 3 episode sum,action 3 total sum,action 4 episode sum,action 4 total sum,action 5 episode sum,action 5 total sum,action 6 episode sum,action 6 total sum,action 7 episode sum,action 7 total sum,action 8 episode sum,action 8 total sum
3889,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,494,5,494,3889,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,490,3334
3890,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,495,5,495,3890,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,491,3335
3891,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,496,5,496,3891,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,492,3336
3892,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,497,5,497,3892,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,493,3337
3893,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,498,5,498,3893,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,494,3338
3894,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,499,5,499,3894,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,495,3339
3895,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,500,5,500,3895,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,496,3340
3896,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,501,5,501,3896,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,497,3341
3897,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,502,5,502,3897,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,498,3342
3898,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,503,5,503,3898,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,499,3343
3899,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,504,5,504,3899,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,500,3344
3900,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,505,5,505,3900,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,501,3345
3901,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,506,5,506,3901,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,502,3346
3902,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,507,5,507,3902,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,503,3347
3903,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,508,5,508,3903,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,504,3348
3904,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,509,5,509,3904,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,505,3349
3905,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,510,5,510,3905,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,506,3350
3906,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,511,5,511,3906,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,507,3351
3907,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,512,5,512,3907,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,508,3352
3908,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,513,5,513,3908,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,509,3353
3909,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,514,5,514,3909,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,510,3354
3910,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,515,5,515,3910,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,511,3355
3911,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,516,5,516,3911,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,512,3356
3912,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,517,5,517,3912,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,513,3357
3913,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,518,5,518,3913,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,514,3358
3914,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,519,5,519,3914,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,515,3359
3915,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,520,5,520,3915,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,516,3360
3916,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,521,5,521,3916,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,517,3361
3917,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,522,5,522,3917,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,518,3362
3918,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,523,5,523,3918,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,519,3363
3919,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,524,5,524,3919,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,520,3364
3920,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,525,5,525,3920,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,521,3365
3921,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,526,5,526,3921,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,522,3366
3922,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,527,5,527,3922,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,523,3367
3923,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,528,5,528,3923,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,524,3368
3924,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,529,5,529,3924,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,525,3369
3925,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,530,5,530,3925,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,526,3370
3926,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,531,5,531,3926,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,527,3371
3927,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,532,5,532,3927,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,528,3372
3928,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,533,5,533,3928,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,529,3373
3929,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,534,5,534,3929,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,530,3374
3930,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,535,5,535,3930,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,531,3375
3931,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,536,5,536,3931,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,532,3376
3932,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,537,5,537,3932,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,533,3377
3933,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,538,5,538,3933,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,534,3378
3934,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,539,5,539,3934,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,535,3379
3935,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,540,5,540,3935,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,536,3380
3936,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,541,5,541,3936,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,537,3381
3937,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,542,5,542,3937,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,538,3382
3938,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,543,5,543,3938,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,539,3383
3939,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,544,5,544,3939,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,540,3384
3940,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,545,5,545,3940,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,541,3385
3941,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,546,5,546,3941,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,542,3386
3942,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,547,5,547,3942,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,543,3387
3943,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,548,5,548,3943,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,544,3388
3944,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,549,5,549,3944,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,545,3389
3945,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,550,5,550,3945,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,546,3390
3946,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,551,5,551,3946,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,547,3391
3947,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,552,5,552,3947,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,548,3392
3948,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,553,5,553,3948,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,549,3393
3949,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,554,5,554,3949,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,550,3394
3950,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,555,5,555,3950,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,551,3395
3951,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,556,5,556,3951,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,552,3396
3952,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,557,5,557,3952,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,553,3397
3953,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,558,5,558,3953,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,554,3398
3954,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,559,5,559,3954,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,555,3399
3955,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,560,5,560,3955,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,556,3400
3956,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,561,5,561,3956,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,557,3401
3957,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,562,5,562,3957,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,558,3402
3958,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,563,5,563,3958,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,559,3403
3959,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,564,5,564,3959,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,560,3404
3960,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,565,5,565,3960,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,561,3405
3961,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,566,5,566,3961,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,562,3406
3962,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,567,5,567,3962,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,563,3407
3963,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,568,5,568,3963,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,564,3408
3964,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,569,5,569,3964,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,565,3409
3965,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,570,5,570,3965,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,566,3410
3966,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,571,5,571,3966,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,567,3411
3967,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,572,5,572,3967,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,568,3412
3968,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,573,5,573,3968,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,569,3413
3969,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,574,5,574,3969,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,570,3414
3970,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,575,5,575,3970,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,571,3415
3971,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,576,5,576,3971,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,572,3416
3972,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,577,5,577,3972,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,573,3417
3973,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,578,5,578,3973,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,574,3418
3974,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,579,5,579,3974,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,575,3419
3975,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,580,5,580,3975,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,576,3420
3976,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,581,5,581,3976,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,577,3421
3977,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,582,5,582,3977,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,578,3422
3978,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,583,5,583,3978,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,579,3423
3979,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,584,5,584,3979,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,580,3424
3980,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,585,5,585,3980,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,581,3425
3981,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,586,5,586,3981,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,582,3426
3982,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,587,5,587,3982,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,583,3427
3983,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,588,5,588,3983,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,584,3428
3984,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,589,5,589,3984,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,585,3429
3985,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,590,5,590,3985,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,586,3430
3986,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,591,5,591,3986,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,587,3431
3987,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,592,5,592,3987,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,588,3432
3988,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,593,5,593,3988,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,589,3433
3989,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,594,5,594,3989,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,590,3434
3990,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,595,5,595,3990,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,591,3435
3991,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,596,5,596,3991,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,592,3436
3992,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,597,5,597,3992,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,593,3437
3993,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,598,5,598,3993,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,594,3438
3994,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,599,5,599,3994,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,595,3439
3995,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,600,5,600,3995,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,596,3440
3996,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,601,5,601,3996,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,597,3441
3997,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,602,5,602,3997,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,598,3442
3998,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,603,5,603,3998,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,599,3443
3999,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,604,5,604,3999,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,600,3444
4000,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,605,5,605,4000,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,601,3445
4001,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,606,5,606,4001,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,602,3446
4002,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,607,5,607,4002,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,603,3447
4003,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,608,5,608,4003,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,604,3448
4004,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,609,5,609,4004,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,605,3449
4005,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,610,5,610,4005,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,606,3450
4006,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,611,5,611,4006,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,607,3451
4007,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,612,5,612,4007,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,608,3452
4008,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,613,5,613,4008,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,609,3453
4009,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,614,5,614,4009,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,610,3454
4010,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,615,5,615,4010,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,611,3455
4011,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,616,5,616,4011,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,612,3456
4012,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,617,5,617,4012,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,613,3457
4013,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,618,5,618,4013,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,614,3458
4014,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,619,5,619,4014,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,615,3459
4015,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,620,5,620,4015,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,616,3460
4016,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,621,5,621,4016,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,617,3461
4017,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,622,5,622,4017,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,618,3462
4018,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,623,5,623,4018,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,619,3463
4019,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,624,5,624,4019,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,620,3464
4020,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,625,5,625,4020,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,621,3465
4021,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,626,5,626,4021,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,622,3466
4022,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,627,5,627,4022,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,623,3467
4023,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,628,5,628,4023,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,624,3468
4024,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,629,5,629,4024,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,625,3469
4025,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,630,5,630,4025,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,626,3470
4026,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,631,5,631,4026,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,627,3471
4027,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,632,5,632,4027,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,628,3472
4028,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,633,5,633,4028,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,629,3473
4029,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,634,5,634,4029,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,630,3474
4030,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,635,5,635,4030,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,631,3475
4031,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,636,5,636,4031,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,632,3476
4032,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,637,5,637,4032,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,633,3477
4033,DOWNLEFT,8,0.0,0.0,0.0,10.0,1,False,False,{'ale.lives': 1},5,638,5,638,4033,0,236,0,44,0,36,0,48,1,41,1,49,1,58,1,43,634,3478
